ÁöÁ¡,ÀÏœÃ,±âŸÐ(hPa),°íµµ(gpm),±â¿Â(¡ÆC),ÀÌœœÁ¡¿Âµµ(¡ÆC),Ç³Çâ(deg),Ç³ŒÓ(knot),Áö»ó FLAG(null),±Ç°èžé FLAG(null),ÃÖŽëÇ³ FLAG(null)
47090,2011-06-18 18:00,10.3,,-36.9,-63.9,90.0,17.0,0,0,0,
47090,2011-06-18 18:00,10.6,,,,105.0,20.0,0,0,0,
47090,2011-06-18 18:00,10.9,,,,75.0,25.0,0,0,0,
47090,2011-06-18 18:00,11.6,,,,105.0,22.0,0,0,0,
47090,2011-06-18 18:00,12.1,,,,90.0,11.0,0,0,0,
47090,2011-06-18 18:00,12.8,,,,80.0,20.0,0,0,0,
47090,2011-06-18 18:00,14.0,,,,105.0,18.0,0,0,0,
47090,2011-06-18 18:00,15.1,,,,70.0,19.0,0,0,0,
47090,2011-06-18 18:00,16.3,,,,80.0,25.0,0,0,0,
47090,2011-06-18 18:00,16.6,,,,70.0,26.0,0,0,0,
47090,2011-06-18 18:00,17.4,,,,65.0,21.0,0,0,0,
47090,2011-06-18 18:00,17.9,,,,90.0,18.0,0,0,0,
47090,2011-06-18 18:00,18.6,,,,80.0,19.0,0,0,0,
47090,2011-06-18 18:00,19.2,,,,110.0,18.0,0,0,0,
47090,2011-06-18 18:00,20.0,26520.0,-44.7,-68.7,90.0,21.0,0,0,0,
47090,2011-06-18 18:00,30.0,23870.0,-52.7,-73.7,90.0,17.0,0,0,0,
47090,2011-06-18 18:00,31.8,,,,85.0,11.0,0,0,0,
47090,2011-06-18 18:00,32.7,,-52.7,-73.7,,,0,0,0,
47090,2011-06-18 18:00,32.8,,,,110.0,16.0,0,0,0,
47090,2011-06-18 18:00,34.7,,,,65.0,22.0,0,0,0,
47090,2011-06-18 18:00,38.2,,,,55.0,15.0,0,0,0,
47090,2011-06-18 18:00,40.1,,,,20.0,14.0,0,0,0,
47090,2011-06-18 18:00,43.8,,,,70.0,10.0,0,0,0,
47090,2011-06-18 18:00,46.2,,,,10.0,17.0,0,0,0,
47090,2011-06-18 18:00,48.0,,,,5.0,10.0,0,0,0,
47090,2011-06-18 18:00,50.0,20620.0,-55.7,-74.7,35.0,2.0,0,0,0,
47090,2011-06-18 18:00,51.8,,,,55.0,10.0,0,0,0,
47090,2011-06-18 18:00,52.6,,-55.7,-74.7,,,0,0,0,
47090,2011-06-18 18:00,53.4,,,,20.0,10.0,0,0,0,
47090,2011-06-18 18:00,54.9,,,,25.0,3.0,0,0,0,
47090,2011-06-18 18:00,56.9,,,,20.0,10.0,0,0,0,
47090,2011-06-18 18:00,58.9,,-58.5,-76.5,345.0,18.0,0,0,0,
47090,2011-06-18 18:00,60.3,,,,355.0,15.0,0,0,0,
47090,2011-06-18 18:00,62.6,,,,340.0,17.0,0,0,0,
47090,2011-06-18 18:00,65.3,,,,355.0,21.0,0,0,0,
47090,2011-06-18 18:00,67.3,,,,305.0,13.0,0,0,0,
47090,2011-06-18 18:00,70.0,18510.0,-59.5,-76.5,335.0,19.0,0,0,0,
47090,2011-06-18 18:00,72.5,,,,340.0,24.0,0,0,0,
47090,2011-06-18 18:00,75.0,,,,340.0,24.0,0,0,0,
47090,2011-06-18 18:00,80.8,,,,300.0,21.0,0,0,0,
47090,2011-06-18 18:00,83.8,,-61.5,-78.5,,,0,0,0,
47090,2011-06-18 18:00,83.9,,,,310.0,17.0,0,0,0,
47090,2011-06-18 18:00,92.2,,,,300.0,23.0,0,0,0,
47090,2011-06-18 18:00,94.0,,,,285.0,24.0,0,0,0,
47090,2011-06-18 18:00,98.4,,,,305.0,32.0,0,0,0,
47090,2011-06-18 18:00,100.0,16300.0,-60.5,-77.5,300.0,37.0,0,0,0,
47090,2011-06-18 18:00,106.0,,,,300.0,38.0,0,0,0,
47090,2011-06-18 18:00,109.0,,-60.5,-77.5,300.0,39.0,0,1,0,
47090,2011-06-18 18:00,117.0,,,,280.0,54.0,0,0,0,
47090,2011-06-18 18:00,150.0,13770.0,-55.7,-72.7,270.0,60.0,0,0,0,
47090,2011-06-18 18:00,157.0,,,,270.0,60.0,0,0,0,
47090,2011-06-18 18:00,162.0,,,,270.0,60.0,0,0,0,
47090,2011-06-18 18:00,173.0,,,,285.0,81.0,0,0,0,
47090,2011-06-18 18:00,178.0,,,,285.0,81.0,0,0,0,
47090,2011-06-18 18:00,186.0,,-53.7,-64.7,280.0,96.0,0,1,0,
47090,2011-06-18 18:00,192.0,,-53.7,-64.7,280.0,96.0,0,1,0,
47090,2011-06-18 18:00,200.0,11940.0,-50.7,-61.7,275.0,114.0,0,0,0,
47090,2011-06-18 18:00,207.0,,,,275.0,115.0,0,0,1,
47090,2011-06-18 18:00,213.0,,,,275.0,115.0,0,0,1,
47090,2011-06-18 18:00,223.0,,,,275.0,100.0,0,0,0,
47090,2011-06-18 18:00,225.0,,-45.7,-61.7,,,0,0,0,
47090,2011-06-18 18:00,229.0,,,,275.0,100.0,0,0,0,
47090,2011-06-18 18:00,231.0,,-45.7,-61.7,,,0,0,0,
47090,2011-06-18 18:00,242.0,,,,275.0,63.0,0,0,0,
47090,2011-06-18 18:00,249.0,,,,275.0,63.0,0,0,0,
47090,2011-06-18 18:00,250.0,10470.0,-42.7,-59.7,280.0,62.0,0,0,0,
47090,2011-06-18 18:00,287.0,,-37.9,-54.9,,,0,0,0,
47090,2011-06-18 18:00,294.0,,,,285.0,40.0,0,0,0,
47090,2011-06-18 18:00,295.0,,-37.9,-54.9,,,0,0,0,
47090,2011-06-18 18:00,300.0,9230.0,-34.9,-53.9,285.0,42.0,0,0,0,
47090,2011-06-18 18:00,302.0,,,,285.0,40.0,0,0,0,
47090,2011-06-18 18:00,355.0,,,,290.0,43.0,0,0,0,
47090,2011-06-18 18:00,365.0,,,,290.0,43.0,0,0,0,
47090,2011-06-18 18:00,400.0,7180.0,-20.9,-32.9,300.0,28.0,0,0,0,
47090,2011-06-18 18:00,403.0,,-19.9,-31.9,,,0,0,0,
47090,2011-06-18 18:00,414.0,,-19.9,-31.9,,,0,0,0,
47090,2011-06-18 18:00,453.0,,,,315.0,22.0,0,0,0,
47090,2011-06-18 18:00,461.0,,,,300.0,22.0,0,0,0,
47090,2011-06-18 18:00,466.0,,,,315.0,22.0,0,0,0,
47090,2011-06-18 18:00,469.0,,,,310.0,20.0,0,0,0,
47090,2011-06-18 18:00,474.0,,-11.1,-30.1,300.0,22.0,0,0,0,
47090,2011-06-18 18:00,479.0,,,,295.0,21.0,0,0,0,
47090,2011-06-18 18:00,480.0,,-11.1,-22.1,,,0,0,0,
47090,2011-06-18 18:00,483.0,,,,310.0,20.0,0,0,0,
47090,2011-06-18 18:00,487.0,,-11.1,-30.1,,,0,0,0,
47090,2011-06-18 18:00,493.0,,,,295.0,21.0,0,0,0,
47090,2011-06-18 18:00,494.0,,-11.1,-22.1,,,0,0,0,
47090,2011-06-18 18:00,495.0,,,,325.0,16.0,0,0,0,
47090,2011-06-18 18:00,500.0,5490.0,-8.1,-19.1,310.0,12.0,0,0,0,
47090,2011-06-18 18:00,501.0,,,,310.0,12.0,0,0,0,
47090,2011-06-18 18:00,509.0,,,,325.0,16.0,0,0,0,
47090,2011-06-18 18:00,515.0,,,,310.0,12.0,0,0,0,
47090,2011-06-18 18:00,519.0,,-6.1,-16.1,,,0,0,0,
47090,2011-06-18 18:00,534.0,,-6.1,-16.1,,,0,0,0,
47090,2011-06-18 18:00,538.0,,,,335.0,18.0,0,0,0,
47090,2011-06-18 18:00,544.0,,-4.1,-12.1,,,0,0,0,
47090,2011-06-18 18:00,553.0,,,,335.0,18.0,0,0,0,
47090,2011-06-18 18:00,554.0,,,,320.0,14.0,0,0,0,
47090,2011-06-18 18:00,560.0,,-4.1,-12.1,,,0,0,0,
47090,2011-06-18 18:00,562.0,,,,355.0,10.0,0,0,0,
47090,2011-06-18 18:00,569.0,,-5.1,-9.6,320.0,14.0,0,0,0,
47090,2011-06-18 18:00,574.0,,,,340.0,7.0,0,0,0,
47090,2011-06-18 18:00,578.0,,,,355.0,10.0,0,0,0,
47090,2011-06-18 18:00,585.0,,-5.1,-9.6,,,0,0,0,
47090,2011-06-18 18:00,590.0,,,,340.0,7.0,0,0,0,
47090,2011-06-18 18:00,594.0,,,,355.0,14.0,0,0,0,
47090,2011-06-18 18:00,606.0,,,,325.0,17.0,0,0,0,
47090,2011-06-18 18:00,611.0,,,,355.0,14.0,0,0,0,
47090,2011-06-18 18:00,623.0,,,,325.0,17.0,0,0,0,
47090,2011-06-18 18:00,637.0,,,,325.0,11.0,0,0,0,
47090,2011-06-18 18:00,646.0,,1.0,-2.6,,,0,0,0,
47090,2011-06-18 18:00,655.0,,,,325.0,11.0,0,0,0,
47090,2011-06-18 18:00,662.0,,1.0,-3.4,,,0,0,0,
47090,2011-06-18 18:00,668.0,,,,265.0,13.0,0,0,0,
47090,2011-06-18 18:00,679.0,,,,260.0,10.0,0,0,0,
47090,2011-06-18 18:00,687.0,,,,265.0,13.0,0,0,0,
47090,2011-06-18 18:00,699.0,,,,260.0,10.0,0,0,0,
47090,2011-06-18 18:00,700.0,2826.0,4.0,2.6,315.0,6.0,0,0,0,
47090,2011-06-18 18:00,720.0,,,,360.0,1.0,0,0,0,
47090,2011-06-18 18:00,728.0,,5.0,4.1,,,0,0,0,
47090,2011-06-18 18:00,741.0,,,,360.0,1.0,0,0,0,
47090,2011-06-18 18:00,749.0,,5.0,4.1,,,0,0,0,
47090,2011-06-18 18:00,765.0,,,,50.0,1.0,0,0,0,
47090,2011-06-18 18:00,767.0,,,,255.0,1.0,0,0,0,
47090,2011-06-18 18:00,787.0,,,,50.0,1.0,0,0,0,
47090,2011-06-18 18:00,789.0,,,,255.0,1.0,0,0,0,
47090,2011-06-18 18:00,816.0,,12.0,3.0,,,0,0,0,
47090,2011-06-18 18:00,839.0,,12.0,3.0,,,0,0,0,
47090,2011-06-18 18:00,840.0,,,,340.0,10.0,0,0,0,
47090,2011-06-18 18:00,850.0,1218.0,15.0,7.0,305.0,9.0,0,0,0,
47090,2011-06-18 18:00,864.0,,,,340.0,10.0,0,0,0,
47090,2011-06-18 18:00,865.0,,,,295.0,11.0,0,0,0,
47090,2011-06-18 18:00,883.0,,,,305.0,13.0,0,0,0,
47090,2011-06-18 18:00,890.0,,,,295.0,11.0,0,0,0,
47090,2011-06-18 18:00,897.0,,19.0,9.0,,,0,0,0,
47090,2011-06-18 18:00,904.0,,,,285.0,11.0,0,0,0,
47090,2011-06-18 18:00,909.0,,,,305.0,13.0,0,0,0,
47090,2011-06-18 18:00,922.0,,19.0,9.0,,,0,0,0,
47090,2011-06-18 18:00,925.0,1495.0,18.0,12.0,320.0,6.0,0,0,0,
47090,2011-06-18 18:00,930.0,,,,285.0,11.0,0,0,0,
47090,2011-06-18 18:00,946.0,,,,300.0,1.0,0,0,0,
47090,2011-06-18 18:00,948.0,,,,230.0,1.0,0,0,0,
47090,2011-06-18 18:00,954.0,,18.0,13.1,,,0,0,0,
47090,2011-06-18 18:00,958.0,,,,155.0,1.0,0,0,0,
47090,2011-06-18 18:00,966.0,,,,20.0,1.0,0,0,0,
47090,2011-06-18 18:00,971.0,,,,320.0,1.0,0,0,0,
47090,2011-06-18 18:00,973.0,,,,300.0,1.0,0,0,0,
47090,2011-06-18 18:00,975.0,,,,230.0,1.0,0,0,0,
47090,2011-06-18 18:00,982.0,,18.0,13.1,,,0,0,0,
47090,2011-06-18 18:00,985.0,,,,155.0,1.0,0,0,0,
47090,2011-06-18 18:00,994.0,,,,20.0,1.0,0,0,0,
47090,2011-06-18 18:00,999.0,,,,320.0,1.0,0,0,0,
47090,2011-06-18 18:00,1000.0,23.0,22.2,16.2,30.0,2.0,0,0,0,
47090,2011-06-18 18:00,1005.0,,22.2,16.2,50.0,2.0,1,0,0,
47090,2011-06-18 00:00,8.1,,-35.9,-58.9,,,0,0,0,
47090,2011-06-18 00:00,9.0,,,,95.0,31.0,0,0,0,
47090,2011-06-18 00:00,9.2,,-38.7,-60.7,,,0,0,0,
47090,2011-06-18 00:00,9.5,,,,75.0,33.0,0,0,0,
47090,2011-06-18 00:00,9.9,,,,95.0,34.0,0,0,0,
47090,2011-06-18 00:00,10.0,31390.0,-37.9,-60.9,95.0,33.0,0,0,0,
47090,2011-06-18 00:00,10.3,,,,90.0,32.0,0,0,0,
47090,2011-06-18 00:00,10.5,,-37.9,-60.9,,,0,0,0,
47090,2011-06-18 00:00,12.0,,,,120.0,25.0,0,0,0,
47090,2011-06-18 00:00,12.8,,,,100.0,19.0,0,0,0,
47090,2011-06-18 00:00,12.9,,,,105.0,21.0,0,0,0,
47090,2011-06-18 00:00,13.0,,-43.7,-64.7,,,0,0,0,
47090,2011-06-18 00:00,13.9,,,,75.0,23.0,0,0,0,
47090,2011-06-18 00:00,15.2,,,,95.0,23.0,0,0,0,
47090,2011-06-18 00:00,16.4,,-41.7,-62.7,,,0,0,0,
47090,2011-06-18 00:00,17.0,,,,50.0,21.0,0,0,0,
47090,2011-06-18 00:00,18.2,,,,60.0,20.0,0,0,0,
47090,2011-06-18 00:00,18.9,,,,90.0,24.0,0,0,0,
47090,2011-06-18 00:00,19.6,,,,65.0,29.0,0,0,0,
47090,2011-06-18 00:00,20.0,26730.0,-46.7,-66.7,65.0,24.0,0,0,0,
47090,2011-06-18 00:00,20.8,,,,40.0,24.0,0,0,0,
47090,2011-06-18 00:00,21.5,,,,70.0,23.0,0,0,0,
47090,2011-06-18 00:00,22.1,,,,55.0,22.0,0,0,0,
47090,2011-06-18 00:00,22.7,,,,70.0,22.0,0,0,0,
47090,2011-06-18 00:00,23.6,,,,65.0,17.0,0,0,0,
47090,2011-06-18 00:00,25.0,,,,95.0,18.0,0,0,0,
47090,2011-06-18 00:00,25.9,,,,75.0,13.0,0,0,0,
47090,2011-06-18 00:00,26.5,,-50.7,-69.7,,,0,0,0,
47090,2011-06-18 00:00,26.8,,,,80.0,13.0,0,0,0,
47090,2011-06-18 00:00,27.7,,,,50.0,11.0,0,0,0,
47090,2011-06-18 00:00,28.3,,,,50.0,10.0,0,0,0,
47090,2011-06-18 00:00,28.9,,,,100.0,5.0,0,0,0,
47090,2011-06-18 00:00,29.5,,,,125.0,10.0,0,0,0,
47090,2011-06-18 00:00,30.0,24080.0,-51.7,-70.7,95.0,12.0,0,0,0,
47090,2011-06-18 00:00,30.7,,,,70.0,13.0,0,0,0,
47090,2011-06-18 00:00,31.9,,,,95.0,15.0,0,0,0,
47090,2011-06-18 00:00,32.5,,,,80.0,10.0,0,0,0,
47090,2011-06-18 00:00,33.5,,,,125.0,10.0,0,0,0,
47090,2011-06-18 00:00,34.7,,-51.7,-69.7,,,0,0,0,
47090,2011-06-18 00:00,35.4,,,,60.0,10.0,0,0,0,
47090,2011-06-18 00:00,37.6,,,,95.0,11.0,0,0,0,
47090,2011-06-18 00:00,38.9,,,,25.0,10.0,0,0,0,
47090,2011-06-18 00:00,41.0,,,,85.0,2.0,0,0,0,
47090,2011-06-18 00:00,42.6,,,,40.0,10.0,0,0,0,
47090,2011-06-18 00:00,44.4,,,,40.0,13.0,0,0,0,
47090,2011-06-18 00:00,45.8,,,,5.0,11.0,0,0,0,
47090,2011-06-18 00:00,46.3,,-56.7,-73.7,,,0,0,0,
47090,2011-06-18 00:00,48.5,,,,45.0,10.0,0,0,0,
47090,2011-06-18 00:00,49.8,,,,25.0,11.0,0,0,0,
47090,2011-06-18 00:00,50.0,20820.0,-56.7,-72.7,35.0,11.0,0,0,0,
47090,2011-06-18 00:00,53.1,,,,55.0,10.0,0,0,0,
47090,2011-06-18 00:00,53.4,,-56.7,-72.7,,,0,0,0,
47090,2011-06-18 00:00,55.5,,,,35.0,10.0,0,0,0,
47090,2011-06-18 00:00,56.8,,,,60.0,12.0,0,0,0,
47090,2011-06-18 00:00,59.0,,,,25.0,14.0,0,0,0,
47090,2011-06-18 00:00,62.2,,,,15.0,19.0,0,0,0,
47090,2011-06-18 00:00,64.4,,,,350.0,25.0,0,0,0,
47090,2011-06-18 00:00,67.2,,,,315.0,16.0,0,0,0,
47090,2011-06-18 00:00,69.4,,,,325.0,9.0,0,0,0,
47090,2011-06-18 00:00,70.0,18720.0,-60.5,-75.5,335.0,10.0,0,0,0,
47090,2011-06-18 00:00,70.4,,,,345.0,11.0,0,0,0,
47090,2011-06-18 00:00,75.0,,,,315.0,20.0,0,0,0,
47090,2011-06-18 00:00,77.4,,,,335.0,20.0,0,0,0,
47090,2011-06-18 00:00,78.7,,-62.5,-77.5,,,0,0,0,
47090,2011-06-18 00:00,79.9,,,,315.0,21.0,0,0,0,
47090,2011-06-18 00:00,82.7,,,,335.0,22.0,0,0,0,
47090,2011-06-18 00:00,85.4,,,,315.0,20.0,0,0,0,
47090,2011-06-18 00:00,91.3,,,,325.0,26.0,0,0,0,
47090,2011-06-18 00:00,100.0,16520.0,-61.5,-76.5,305.0,36.0,0,0,0,
47090,2011-06-18 00:00,101.0,,,,305.0,37.0,0,0,0,
47090,2011-06-18 00:00,105.0,,-60.5,-75.5,285.0,29.0,0,0,0,
47090,2011-06-18 00:00,107.0,,,,290.0,27.0,0,0,0,
47090,2011-06-18 00:00,114.0,,,,300.0,39.0,0,0,0,
47090,2011-06-18 00:00,122.0,,,,290.0,47.0,0,0,0,
47090,2011-06-18 00:00,139.0,,-58.7,-72.7,275.0,44.0,0,1,0,
47090,2011-06-18 00:00,150.0,14000.0,-56.7,-71.7,275.0,50.0,0,0,0,
47090,2011-06-18 00:00,190.0,,,,260.0,72.0,0,0,1,
47090,2011-06-18 00:00,200.0,12160.0,-49.7,-63.7,265.0,64.0,0,0,0,
47090,2011-06-18 00:00,211.0,,,,265.0,70.0,0,0,0,
47090,2011-06-18 00:00,231.0,,,,280.0,43.0,0,0,0,
47090,2011-06-18 00:00,240.0,,-46.7,-59.7,,,0,0,0,
47090,2011-06-18 00:00,250.0,10700.0,-44.7,-58.7,285.0,40.0,0,0,0,
47090,2011-06-18 00:00,283.0,,,,295.0,26.0,0,0,0,
47090,2011-06-18 00:00,289.0,,,,315.0,20.0,0,0,0,
47090,2011-06-18 00:00,300.0,9470.0,-36.9,-52.9,320.0,14.0,0,0,0,
47090,2011-06-18 00:00,308.0,,,,325.0,15.0,0,0,0,
47090,2011-06-18 00:00,324.0,,,,305.0,15.0,0,0,0,
47090,2011-06-18 00:00,335.0,,-31.9,-48.9,320.0,16.0,0,0,0,
47090,2011-06-18 00:00,341.0,,,,350.0,17.0,0,0,0,
47090,2011-06-18 00:00,351.0,,,,340.0,15.0,0,0,0,
47090,2011-06-18 00:00,366.0,,,,15.0,16.0,0,0,0,
47090,2011-06-18 00:00,375.0,,,,355.0,15.0,0,0,0,
47090,2011-06-18 00:00,388.0,,,,10.0,13.0,0,0,0,
47090,2011-06-18 00:00,400.0,7430.0,-21.9,-38.9,345.0,17.0,0,0,0,
47090,2011-06-18 00:00,403.0,,,,345.0,14.0,0,0,0,
47090,2011-06-18 00:00,415.0,,,,15.0,9.0,0,0,0,
47090,2011-06-18 00:00,419.0,,,,25.0,11.0,0,0,0,
47090,2011-06-18 00:00,427.0,,,,10.0,14.0,0,0,0,
47090,2011-06-18 00:00,441.0,,,,40.0,19.0,0,0,0,
47090,2011-06-18 00:00,472.0,,,,40.0,24.0,0,0,0,
47090,2011-06-18 00:00,482.0,,,,55.0,19.0,0,0,0,
47090,2011-06-18 00:00,496.0,,-8.1,-34.1,,,0,0,0,
47090,2011-06-18 00:00,500.0,5750.0,-7.1,-33.1,50.0,18.0,0,0,0,
47090,2011-06-18 00:00,511.0,,,,55.0,19.0,0,0,0,
47090,2011-06-18 00:00,545.0,,,,25.0,16.0,0,0,0,
47090,2011-06-18 00:00,571.0,,-1.1,-25.1,,,0,0,0,
47090,2011-06-18 00:00,573.0,,,,40.0,22.0,0,0,0,
47090,2011-06-18 00:00,600.0,,,,25.0,11.0,0,0,0,
47090,2011-06-18 00:00,602.0,,-0.1,-13.1,,,0,0,0,
47090,2011-06-18 00:00,624.0,,-0.1,-6.1,,,0,0,0,
47090,2011-06-18 00:00,638.0,,,,55.0,11.0,0,0,0,
47090,2011-06-18 00:00,647.0,,,,30.0,10.0,0,0,0,
47090,2011-06-18 00:00,662.0,,,,50.0,10.0,0,0,0,
47090,2011-06-18 00:00,697.0,,,,25.0,10.0,0,0,0,
47090,2011-06-18 00:00,700.0,3071.0,4.0,-2.0,15.0,10.0,0,0,0,
47090,2011-06-18 00:00,710.0,,,,345.0,10.0,0,0,0,
47090,2011-06-18 00:00,725.0,,,,5.0,11.0,0,0,0,
47090,2011-06-18 00:00,741.0,,7.0,1.0,,,0,0,0,
47090,2011-06-18 00:00,764.0,,,,330.0,11.0,0,0,0,
47090,2011-06-18 00:00,777.0,,,,335.0,10.0,0,0,0,
47090,2011-06-18 00:00,782.0,,9.0,7.8,,,0,0,0,
47090,2011-06-18 00:00,783.0,,,,320.0,11.0,0,0,0,
47090,2011-06-18 00:00,805.0,,,,345.0,11.0,0,0,0,
47090,2011-06-18 00:00,816.0,,,,325.0,10.0,0,0,0,
47090,2011-06-18 00:00,841.0,,,,5.0,10.0,0,0,0,
47090,2011-06-18 00:00,844.0,,15.0,8.0,,,0,0,0,
47090,2011-06-18 00:00,850.0,1461.0,15.0,6.0,20.0,6.0,0,0,0,
47090,2011-06-18 00:00,871.0,,,,25.0,1.0,0,0,0,
47090,2011-06-18 00:00,876.0,,,,110.0,1.0,0,0,0,
47090,2011-06-18 00:00,880.0,,,,140.0,1.0,0,0,0,
47090,2011-06-18 00:00,882.0,,,,50.0,1.0,0,0,0,
47090,2011-06-18 00:00,911.0,,,,345.0,1.0,0,0,0,
47090,2011-06-18 00:00,913.0,,,,185.0,1.0,0,0,0,
47090,2011-06-18 00:00,920.0,,,,190.0,1.0,0,0,0,
47090,2011-06-18 00:00,921.0,,,,145.0,1.0,0,0,0,
47090,2011-06-18 00:00,925.0,740.0,19.0,10.0,90.0,2.0,0,0,0,
47090,2011-06-18 00:00,942.0,,20.0,10.0,,,0,0,0,
47090,2011-06-18 00:00,945.0,,,,40.0,1.0,0,0,0,
47090,2011-06-18 00:00,948.0,,,,290.0,1.0,0,0,0,
47090,2011-06-18 00:00,966.0,,21.2,16.2,,,0,0,0,
47090,2011-06-18 00:00,1000.0,68.0,19.0,15.8,240.0,1.0,0,0,0,
47090,2011-06-18 00:00,1005.0,,20.2,17.6,0.0,0.0,1,0,0,
47090,2011-06-19 06:00,9.0,,-34.9,-67.9,,,0,0,0,
47090,2011-06-19 06:00,9.1,,,,85.0,17.0,0,0,0,
47090,2011-06-19 06:00,9.3,,-34.9,-67.9,100.0,21.0,0,0,0,
47090,2011-06-19 06:00,9.9,,-37.9,-69.9,,,0,0,0,
47090,2011-06-19 06:00,10.0,31430.0,-37.9,-69.9,95.0,26.0,0,0,0,
47090,2011-06-19 06:00,11.2,,,,100.0,31.0,0,0,0,
47090,2011-06-19 06:00,11.8,,,,80.0,23.0,0,0,0,
47090,2011-06-19 06:00,12.2,,-36.9,-68.9,,,0,0,0,
47090,2011-06-19 06:00,12.4,,,,95.0,20.0,0,0,0,
47090,2011-06-19 06:00,13.5,,,,115.0,27.0,0,0,0,
47090,2011-06-19 06:00,13.8,,-41.7,-71.7,,,0,0,0,
47090,2011-06-19 06:00,14.1,,,,90.0,32.0,0,0,0,
47090,2011-06-19 06:00,15.0,,,,95.0,36.0,0,0,0,
47090,2011-06-19 06:00,17.0,,,,65.0,28.0,0,0,0,
47090,2011-06-19 06:00,18.6,,,,100.0,16.0,0,0,0,
47090,2011-06-19 06:00,19.7,,,,65.0,15.0,0,0,0,
47090,2011-06-19 06:00,20.0,26750.0,-46.7,-73.7,80.0,13.0,0,0,0,
47090,2011-06-19 06:00,20.5,,,,95.0,17.0,0,0,0,
47090,2011-06-19 06:00,21.6,,,,65.0,14.0,0,0,0,
47090,2011-06-19 06:00,22.9,,,,65.0,17.0,0,0,0,
47090,2011-06-19 06:00,23.7,,,,75.0,12.0,0,0,0,
47090,2011-06-19 06:00,24.1,,,,100.0,12.0,0,0,0,
47090,2011-06-19 06:00,24.9,,-50.7,-76.7,95.0,16.0,0,0,0,
47090,2011-06-19 06:00,25.6,,,,75.0,13.0,0,0,0,
47090,2011-06-19 06:00,26.4,,,,100.0,13.0,0,0,0,
47090,2011-06-19 06:00,27.6,,,,95.0,14.0,0,0,0,
47090,2011-06-19 06:00,28.1,,,,105.0,11.0,0,0,0,
47090,2011-06-19 06:00,28.6,,,,125.0,14.0,0,0,0,
47090,2011-06-19 06:00,29.6,,,,100.0,25.0,0,0,0,
47090,2011-06-19 06:00,30.0,24110.0,-51.7,-76.7,85.0,22.0,0,0,0,
47090,2011-06-19 06:00,30.3,,,,85.0,19.0,0,0,0,
47090,2011-06-19 06:00,30.9,,,,95.0,16.0,0,0,0,
47090,2011-06-19 06:00,34.3,,,,80.0,17.0,0,0,0,
47090,2011-06-19 06:00,35.0,,,,80.0,10.0,0,0,0,
47090,2011-06-19 06:00,35.5,,,,100.0,7.0,0,0,0,
47090,2011-06-19 06:00,36.3,,,,150.0,11.0,0,0,0,
47090,2011-06-19 06:00,37.2,,-50.7,-74.7,,,0,0,0,
47090,2011-06-19 06:00,38.8,,,,55.0,10.0,0,0,0,
47090,2011-06-19 06:00,41.1,,,,120.0,10.0,0,0,0,
47090,2011-06-19 06:00,42.7,,,,90.0,10.0,0,0,0,
47090,2011-06-19 06:00,45.8,,,,95.0,12.0,0,0,0,
47090,2011-06-19 06:00,47.4,,,,75.0,12.0,0,0,0,
47090,2011-06-19 06:00,49.7,,,,105.0,10.0,0,0,0,
47090,2011-06-19 06:00,50.0,20840.0,-55.7,-76.7,100.0,12.0,0,0,0,
47090,2011-06-19 06:00,52.8,,,,35.0,18.0,0,0,0,
47090,2011-06-19 06:00,56.6,,,,10.0,16.0,0,0,0,
47090,2011-06-19 06:00,59.0,,,,30.0,10.0,0,0,0,
47090,2011-06-19 06:00,60.8,,-60.5,-79.5,,,0,0,0,
47090,2011-06-19 06:00,64.2,,,,350.0,7.0,0,0,0,
47090,2011-06-19 06:00,67.7,,,,20.0,11.0,0,0,0,
47090,2011-06-19 06:00,69.6,,,,355.0,18.0,0,0,0,
47090,2011-06-19 06:00,70.0,18740.0,-60.5,-79.5,350.0,18.0,0,0,0,
47090,2011-06-19 06:00,73.2,,,,340.0,28.0,0,0,0,
47090,2011-06-19 06:00,76.9,,,,320.0,19.0,0,0,0,
47090,2011-06-19 06:00,86.1,,,,330.0,22.0,0,0,0,
47090,2011-06-19 06:00,90.2,,-63.5,-81.5,,,0,0,0,
47090,2011-06-19 06:00,92.3,,,,300.0,28.0,0,0,0,
47090,2011-06-19 06:00,95.6,,,,310.0,21.0,0,0,0,
47090,2011-06-19 06:00,97.9,,,,315.0,24.0,0,0,0,
47090,2011-06-19 06:00,100.0,16550.0,-61.5,-80.5,300.0,25.0,0,0,0,
47090,2011-06-19 06:00,101.0,,-61.5,-80.5,300.0,25.0,0,1,0,
47090,2011-06-19 06:00,102.0,,,,290.0,25.0,0,0,0,
47090,2011-06-19 06:00,105.0,,-60.5,-79.5,,,0,0,0,
47090,2011-06-19 06:00,110.0,,,,300.0,28.0,0,0,0,
47090,2011-06-19 06:00,134.0,,,,270.0,40.0,0,0,0,
47090,2011-06-19 06:00,140.0,,,,260.0,30.0,0,0,0,
47090,2011-06-19 06:00,150.0,14020.0,-55.7,-74.7,275.0,31.0,0,0,0,
47090,2011-06-19 06:00,155.0,,,,280.0,27.0,0,0,0,
47090,2011-06-19 06:00,169.0,,,,270.0,46.0,0,0,0,
47090,2011-06-19 06:00,178.0,,-51.7,-68.7,,,0,0,0,
